timestamps population node_ids
1475.0999999993062 cortcol 40
1022.5999999997176 cortcol 41
1046.8999999996956 cortcol 41
1073.7999999996712 cortcol 41
1106.6999999996412 cortcol 41
1145.499999999606 cortcol 41
1187.4999999995678 cortcol 41
1219.7999999995384 cortcol 41
1336.899999999432 cortcol 41
1399.799999999375 cortcol 41
1475.0999999993062 cortcol 41
1022.5999999997176 cortcol 42
1046.9999999996955 cortcol 42
1107.0999999996409 cortcol 42
1474.9999999993065 cortcol 51
1476.299999999305 cortcol 22
1400.7999999993738 cortcol 22
1247.8999999995128 cortcol 5
1338.0999999994308 cortcol 5
1369.9999999994018 cortcol 5
1400.7999999993738 cortcol 5
1445.9999999993329 cortcol 5
1476.299999999305 cortcol 5
1023.6999999997169 cortcol 6
1220.9999999995373 cortcol 5
1047.0999999996957 cortcol 6
1107.7999999996402 cortcol 6
1146.9999999996046 cortcol 6
1188.5999999995668 cortcol 6
1221.0999999995372 cortcol 6
1247.799999999513 cortcol 6
1338.0999999994308 cortcol 6
1369.699999999402 cortcol 6
1074.99999999967 cortcol 6
1188.4999999995669 cortcol 5
1146.8999999996047 cortcol 5
1107.6999999996403 cortcol 5
1476.299999999305 cortcol 3
1023.6999999997169 cortcol 4
1046.9999999996955 cortcol 4
1074.8999999996702 cortcol 4
1107.6999999996403 cortcol 4
1146.9999999996046 cortcol 4
1188.5999999995668 cortcol 4
1220.9999999995373 cortcol 4
1247.8999999995128 cortcol 4
1338.0999999994308 cortcol 4
1369.799999999402 cortcol 4
1400.7999999993738 cortcol 4
1446.3999999993323 cortcol 4
1476.299999999305 cortcol 4
1023.6999999997169 cortcol 5
1047.1999999996954 cortcol 5
1074.8999999996702 cortcol 5
1400.8999999993737 cortcol 6
1446.2999999993324 cortcol 6
1476.399999999305 cortcol 6
1023.6999999997169 cortcol 7
1369.699999999402 cortcol 8
1400.8999999993737 cortcol 8
1445.9999999993329 cortcol 8
1476.299999999305 cortcol 8
1023.6999999997169 cortcol 9
1047.3999999996952 cortcol 9
1074.8999999996702 cortcol 9
1107.7999999996402 cortcol 9
1146.9999999996046 cortcol 9
1188.4999999995669 cortcol 9
1220.9999999995373 cortcol 9
1247.799999999513 cortcol 9
1338.0999999994308 cortcol 9
1369.699999999402 cortcol 9
1400.7999999993738 cortcol 9
1445.9999999993329 cortcol 9
1476.299999999305 cortcol 9
1338.0999999994308 cortcol 8
1446.2999999993324 cortcol 3
1247.8999999995128 cortcol 8
1188.4999999995669 cortcol 8
1047.1999999996954 cortcol 7
1074.7999999996705 cortcol 7
1107.6999999996403 cortcol 7
1146.9999999996046 cortcol 7
1188.4999999995669 cortcol 7
1220.9999999995373 cortcol 7
1247.8999999995128 cortcol 7
1338.0999999994308 cortcol 7
1369.699999999402 cortcol 7
1400.7999999993738 cortcol 7
1445.9999999993329 cortcol 7
1476.299999999305 cortcol 7
1023.6999999997169 cortcol 8
1047.2999999996953 cortcol 8
1074.8999999996702 cortcol 8
1107.7999999996402 cortcol 8
1146.9999999996046 cortcol 8
1221.0999999995372 cortcol 8
1023.6999999997169 cortcol 10
1400.7999999993738 cortcol 3
1338.0999999994308 cortcol 3
535.8000000001605 cortcol 79
558.8000000001396 cortcol 79
605.7000000000969 cortcol 79
643.4000000000626 cortcol 79
690.30000000002 cortcol 79
774.899999999943 cortcol 79
830.6999999998923 cortcol 79
969.699999999766 cortcol 78
861.2999999998644 cortcol 79
936.499999999796 cortcol 79
969.7999999997658 cortcol 79
1023.6999999997169 cortcol 0
1047.1999999996954 cortcol 0
1074.8999999996702 cortcol 0
1107.6999999996403 cortcol 0
1146.9999999996046 cortcol 0
901.9999999998274 cortcol 79
936.2999999997962 cortcol 78
901.9999999998274 cortcol 78
861.1999999998645 cortcol 78
559.0000000001394 cortcol 77
605.5000000000971 cortcol 77
643.2000000000628 cortcol 77
690.30000000002 cortcol 77
774.899999999943 cortcol 77
830.5999999998924 cortcol 77
861.2999999998644 cortcol 77
901.9999999998274 cortcol 77
936.399999999796 cortcol 77
969.599999999766 cortcol 77
535.8000000001605 cortcol 78
558.9000000001395 cortcol 78
605.7000000000969 cortcol 78
643.5000000000625 cortcol 78
690.20000000002 cortcol 78
774.899999999943 cortcol 78
830.5999999998924 cortcol 78
1188.4999999995669 cortcol 0
1220.9999999995373 cortcol 0
1247.8999999995128 cortcol 0
1338.0999999994308 cortcol 0
1147.0999999996045 cortcol 2
1188.5999999995668 cortcol 2
1221.0999999995372 cortcol 2
1247.8999999995128 cortcol 2
1338.0999999994308 cortcol 2
1369.4999999994022 cortcol 2
1400.7999999993738 cortcol 2
1446.1999999993325 cortcol 2
1476.299999999305 cortcol 2
1023.6999999997169 cortcol 3
1047.0999999996957 cortcol 3
1074.8999999996702 cortcol 3
1107.7999999996402 cortcol 3
1146.9999999996046 cortcol 3
1188.4999999995669 cortcol 3
1221.0999999995372 cortcol 3
1247.8999999995128 cortcol 3
1107.7999999996402 cortcol 2
1369.599999999402 cortcol 3
1074.8999999996702 cortcol 2
1023.6999999997169 cortcol 2
1369.599999999402 cortcol 0
1400.7999999993738 cortcol 0
1446.599999999332 cortcol 0
1476.299999999305 cortcol 0
1023.6999999997169 cortcol 1
1047.0999999996957 cortcol 1
1074.8999999996702 cortcol 1
1107.5999999996404 cortcol 1
1146.8999999996047 cortcol 1
1188.4999999995669 cortcol 1
1220.9999999995373 cortcol 1
1247.8999999995128 cortcol 1
1337.9999999994309 cortcol 1
1369.4999999994022 cortcol 1
1400.7999999993738 cortcol 1
1445.8999999993327 cortcol 1
1476.299999999305 cortcol 1
1047.499999999695 cortcol 2
1445.9999999993329 cortcol 22
1047.2999999996953 cortcol 10
1107.7999999996402 cortcol 10
1146.8999999996047 cortcol 18
1188.4999999995669 cortcol 18
1220.9999999995373 cortcol 18
1247.799999999513 cortcol 18
1337.9999999994309 cortcol 18
1369.599999999402 cortcol 18
1400.7999999993738 cortcol 18
1107.6999999996403 cortcol 18
1445.699999999333 cortcol 18
1023.6999999997169 cortcol 19
1047.0999999996957 cortcol 19
1074.8999999996702 cortcol 19
1107.6999999996403 cortcol 19
1146.9999999996046 cortcol 19
1188.5999999995668 cortcol 19
1221.0999999995372 cortcol 19
1476.299999999305 cortcol 18
1074.7999999996705 cortcol 18
1047.0999999996957 cortcol 18
1023.6999999997169 cortcol 18
1369.699999999402 cortcol 16
1400.7999999993738 cortcol 16
1446.1999999993325 cortcol 16
1476.299999999305 cortcol 16
1023.6999999997169 cortcol 17
1047.3999999996952 cortcol 17
1074.7999999996705 cortcol 17
1107.6999999996403 cortcol 17
1146.9999999996046 cortcol 17
1188.4999999995669 cortcol 17
1220.9999999995373 cortcol 17
1247.9999999995127 cortcol 17
1337.9999999994309 cortcol 17
1369.699999999402 cortcol 17
1400.7999999993738 cortcol 17
1446.1999999993325 cortcol 17
1476.299999999305 cortcol 17
1247.8999999995128 cortcol 19
1338.0999999994308 cortcol 19
1369.699999999402 cortcol 19
1400.7999999993738 cortcol 19
1220.9999999995373 cortcol 21
1247.8999999995128 cortcol 21
1337.9999999994309 cortcol 21
1369.699999999402 cortcol 21
1400.7999999993738 cortcol 21
1445.9999999993329 cortcol 21
1476.299999999305 cortcol 21
1023.6999999997169 cortcol 22
1047.3999999996952 cortcol 22
1074.8999999996702 cortcol 22
1107.6999999996403 cortcol 22
1146.9999999996046 cortcol 22
1188.4999999995669 cortcol 22
1221.0999999995372 cortcol 22
1247.799999999513 cortcol 22
1338.0999999994308 cortcol 22
1369.599999999402 cortcol 22
1188.4999999995669 cortcol 21
1338.0999999994308 cortcol 16
1146.8999999996047 cortcol 21
1074.7999999996705 cortcol 21
1445.7999999993328 cortcol 19
1476.299999999305 cortcol 19
1023.7999999997166 cortcol 20
1047.1999999996954 cortcol 20
1074.8999999996702 cortcol 20
1107.7999999996402 cortcol 20
1146.9999999996046 cortcol 20
1188.5999999995668 cortcol 20
1221.0999999995372 cortcol 20
1247.8999999995128 cortcol 20
1338.0999999994308 cortcol 20
1369.799999999402 cortcol 20
1400.8999999993737 cortcol 20
1445.8999999993327 cortcol 20
1476.299999999305 cortcol 20
1023.6999999997169 cortcol 21
1047.0999999996957 cortcol 21
1107.6999999996403 cortcol 21
1074.8999999996702 cortcol 10
1247.9999999995127 cortcol 16
1188.4999999995669 cortcol 16
1476.299999999305 cortcol 11
1023.7999999997166 cortcol 12
1047.699999999695 cortcol 12
1074.99999999967 cortcol 12
1107.7999999996402 cortcol 12
1146.9999999996046 cortcol 12
1188.5999999995668 cortcol 12
1446.2999999993324 cortcol 11
1221.0999999995372 cortcol 12
1338.0999999994308 cortcol 12
1369.699999999402 cortcol 12
1400.7999999993738 cortcol 12
1446.699999999332 cortcol 12
1476.299999999305 cortcol 12
1023.6999999997169 cortcol 13
1047.0999999996957 cortcol 13
1247.9999999995127 cortcol 12
1400.7999999993738 cortcol 11
1369.699999999402 cortcol 11
1338.0999999994308 cortcol 11
1147.0999999996045 cortcol 10
1188.5999999995668 cortcol 10
1221.0999999995372 cortcol 10
1247.9999999995127 cortcol 10
1338.0999999994308 cortcol 10
1369.699999999402 cortcol 10
1400.8999999993737 cortcol 10
1446.0999999993326 cortcol 10
1476.299999999305 cortcol 10
1023.6999999997169 cortcol 11
1047.2999999996953 cortcol 11
1074.99999999967 cortcol 11
1107.7999999996402 cortcol 11
1147.0999999996045 cortcol 11
1188.4999999995669 cortcol 11
1220.9999999995373 cortcol 11
1247.8999999995128 cortcol 11
1074.7999999996705 cortcol 13
1107.7999999996402 cortcol 13
1146.9999999996046 cortcol 13
1188.4999999995669 cortcol 13
1047.3999999996952 cortcol 15
1074.99999999967 cortcol 15
1107.7999999996402 cortcol 15
1146.9999999996046 cortcol 15
1188.4999999995669 cortcol 15
1221.0999999995372 cortcol 15
1247.8999999995128 cortcol 15
1338.0999999994308 cortcol 15
1369.699999999402 cortcol 15
1400.8999999993737 cortcol 15
1445.7999999993328 cortcol 15
1476.299999999305 cortcol 15
1023.6999999997169 cortcol 16
1047.0999999996957 cortcol 16
1074.7999999996705 cortcol 16
1107.6999999996403 cortcol 16
1146.9999999996046 cortcol 16
1023.6999999997169 cortcol 15
1220.9999999995373 cortcol 16
1476.299999999305 cortcol 14
1400.7999999993738 cortcol 14
1220.9999999995373 cortcol 13
1247.8999999995128 cortcol 13
1338.0999999994308 cortcol 13
1369.699999999402 cortcol 13
1400.7999999993738 cortcol 13
1445.8999999993327 cortcol 13
1476.299999999305 cortcol 13
1023.6999999997169 cortcol 14
1047.1999999996954 cortcol 14
1074.8999999996702 cortcol 14
1107.6999999996403 cortcol 14
1146.9999999996046 cortcol 14
1188.4999999995669 cortcol 14
1220.9999999995373 cortcol 14
1247.799999999513 cortcol 14
1337.9999999994309 cortcol 14
1369.599999999402 cortcol 14
1445.699999999333 cortcol 14
1023.6999999997169 cortcol 52
1047.599999999695 cortcol 52
1074.8999999996702 cortcol 52
1522.7999999992628 cortcol 19
1813.2999999989984 cortcol 19
1854.7999999989609 cortcol 19
1896.0999999989235 cortcol 19
1522.8999999992627 cortcol 20
1813.2999999989984 cortcol 20
1854.7999999989609 cortcol 20
1896.399999998923 cortcol 18
1896.0999999989235 cortcol 20
1813.2999999989984 cortcol 21
1854.699999998961 cortcol 21
1895.9999999989236 cortcol 21
1522.7999999992628 cortcol 22
1813.2999999989984 cortcol 22
1854.699999998961 cortcol 22
1895.699999998924 cortcol 22
1522.7999999992628 cortcol 21
1854.599999998961 cortcol 18
1813.1999999989987 cortcol 18
1522.7999999992628 cortcol 18
1896.0999999989235 cortcol 13
1522.7999999992628 cortcol 14
1813.2999999989984 cortcol 14
1854.7999999989609 cortcol 14
1895.699999998924 cortcol 14
1522.7999999992628 cortcol 15
1813.2999999989984 cortcol 15
1854.699999998961 cortcol 15
1896.0999999989235 cortcol 15
1522.7999999992628 cortcol 16
1813.2999999989984 cortcol 16
1854.699999998961 cortcol 16
1896.299999998923 cortcol 16
1522.7999999992628 cortcol 17
1813.2999999989984 cortcol 17
1854.699999998961 cortcol 17
1896.399999998923 cortcol 17
1522.7999999992628 cortcol 23
1813.2999999989984 cortcol 23
1854.8999999989608 cortcol 23
1896.299999998923 cortcol 23
1813.2999999989984 cortcol 29
1854.699999998961 cortcol 29
1895.599999998924 cortcol 29
1522.7999999992628 cortcol 30
1813.2999999989984 cortcol 30
1854.599999998961 cortcol 30
1896.7999999989229 cortcol 30
1522.8999999992627 cortcol 31
1813.2999999989984 cortcol 31
1854.7999999989609 cortcol 31
1896.499999998923 cortcol 31
1521.9999999992635 cortcol 32
1812.099999999 cortcol 32
1853.8999999989617 cortcol 32
1521.2999999992642 cortcol 33
1812.099999999 cortcol 33
1853.599999998962 cortcol 33
1522.7999999992628 cortcol 29
1854.699999998961 cortcol 13
1896.1999999989232 cortcol 28
1813.1999999989987 cortcol 28
1522.8999999992627 cortcol 24
1813.2999999989984 cortcol 24
1854.7999999989609 cortcol 24
1895.799999998924 cortcol 24
1522.8999999992627 cortcol 25
1813.2999999989984 cortcol 25
1854.699999998961 cortcol 25
1896.5999999989228 cortcol 25
1522.7999999992628 cortcol 26
1813.2999999989984 cortcol 26
1854.7999999989609 cortcol 26
1896.399999998923 cortcol 26
1522.7999999992628 cortcol 27
1813.2999999989984 cortcol 27
1854.699999998961 cortcol 27
1896.1999999989232 cortcol 27
1522.7999999992628 cortcol 28
1854.599999998961 cortcol 28
1521.599999999264 cortcol 34
1813.2999999989984 cortcol 13
1896.7999999989229 cortcol 12
1223.599999999535 cortcol 79
1250.4999999995105 cortcol 79
1340.5999999994283 cortcol 79
1372.7999999993992 cortcol 79
1403.2999999993715 cortcol 79
1449.3999999993296 cortcol 79
1478.7999999993028 cortcol 79
1191.0999999995645 cortcol 79
1522.7999999992628 cortcol 0
1854.699999998961 cortcol 0
1896.6999999989227 cortcol 0
1522.7999999992628 cortcol 1
1813.1999999989987 cortcol 1
1854.599999998961 cortcol 1
1896.399999998923 cortcol 1
1522.8999999992627 cortcol 2
1813.2999999989984 cortcol 0
1149.4999999996023 cortcol 79
1110.399999999638 cortcol 79
1077.399999999668 cortcol 79
1449.3999999993296 cortcol 77
1478.7999999993028 cortcol 77
1026.1999999997145 cortcol 78
1049.899999999693 cortcol 78
1077.399999999668 cortcol 78
1110.199999999638 cortcol 78
1149.4999999996023 cortcol 78
1191.0999999995645 cortcol 78
1223.499999999535 cortcol 78
1250.5999999995104 cortcol 78
1340.5999999994283 cortcol 78
1372.999999999399 cortcol 78
1403.3999999993714 cortcol 78
1449.3999999993296 cortcol 78
1478.7999999993028 cortcol 78
1026.1999999997145 cortcol 79
1050.2999999996923 cortcol 79
1813.2999999989984 cortcol 2
1854.7999999989609 cortcol 2
1895.799999998924 cortcol 2
1522.7999999992628 cortcol 3
1854.7999999989609 cortcol 8
1895.8999999989237 cortcol 8
1522.7999999992628 cortcol 9
1813.2999999989984 cortcol 9
1854.699999998961 cortcol 9
1896.299999998923 cortcol 9
1522.8999999992627 cortcol 10
1813.2999999989984 cortcol 10
1854.699999998961 cortcol 10
1896.399999998923 cortcol 10
1522.7999999992628 cortcol 11
1813.2999999989984 cortcol 11
1854.699999998961 cortcol 11
1896.1999999989232 cortcol 11
1522.8999999992627 cortcol 12
1813.2999999989984 cortcol 12
1854.8999999989608 cortcol 12
1813.2999999989984 cortcol 8
1522.7999999992628 cortcol 13
1522.7999999992628 cortcol 8
1854.599999998961 cortcol 7
1813.2999999989984 cortcol 3
1854.699999998961 cortcol 3
1896.399999998923 cortcol 3
1522.7999999992628 cortcol 4
1813.2999999989984 cortcol 4
1854.7999999989609 cortcol 4
1896.1999999989232 cortcol 4
1522.7999999992628 cortcol 5
1813.2999999989984 cortcol 5
1854.699999998961 cortcol 5
1896.1999999989232 cortcol 5
1522.8999999992627 cortcol 6
1813.2999999989984 cortcol 6
1854.7999999989609 cortcol 6
1896.8999999989223 cortcol 6
1522.7999999992628 cortcol 7
1813.2999999989984 cortcol 7
1896.1999999989232 cortcol 7
1403.2999999993715 cortcol 77
1811.999999999 cortcol 34
1521.599999999264 cortcol 35
1525.2999999992603 cortcol 65
1815.6999999989964 cortcol 65
1857.5999999989583 cortcol 65
1899.3999999989203 cortcol 65
1525.3999999992604 cortcol 66
1815.7999999989963 cortcol 66
1857.4999999989584 cortcol 66
1899.49999999892 cortcol 64
1899.49999999892 cortcol 66
1815.7999999989963 cortcol 67
1857.2999999989584 cortcol 67
1899.3999999989203 cortcol 67
1525.2999999992603 cortcol 68
1815.7999999989963 cortcol 68
1857.3999999989585 cortcol 68
1899.49999999892 cortcol 68
1525.2999999992603 cortcol 67
1857.199999998959 cortcol 64
1815.7999999989963 cortcol 64
1525.2999999992603 cortcol 64
1895.9999999989236 cortcol 59
1525.3999999992604 cortcol 60
1815.7999999989963 cortcol 60
1857.4999999989584 cortcol 60
1899.3999999989203 cortcol 60
1525.2999999992603 cortcol 61
1815.6999999989964 cortcol 61
1857.3999999989585 cortcol 61
1899.1999999989205 cortcol 61
1525.3999999992604 cortcol 62
1815.7999999989963 cortcol 62
1857.3999999989585 cortcol 62
1899.49999999892 cortcol 62
1525.2999999992603 cortcol 63
1815.6999999989964 cortcol 63
1857.2999999989584 cortcol 63
1899.3999999989203 cortcol 63
1525.2999999992603 cortcol 69
1815.7999999989963 cortcol 69
1857.0999999989588 cortcol 69
1899.59999999892 cortcol 69
1815.6999999989964 cortcol 75
1857.4999999989584 cortcol 75
1899.49999999892 cortcol 75
1525.2999999992603 cortcol 76
1815.7999999989963 cortcol 76
1857.3999999989585 cortcol 76
1899.49999999892 cortcol 76
1525.2999999992603 cortcol 77
1815.7999999989963 cortcol 77
1857.4999999989584 cortcol 77
1899.59999999892 cortcol 77
1525.3999999992604 cortcol 78
1815.7999999989963 cortcol 78
1857.4999999989584 cortcol 78
1899.49999999892 cortcol 78
1525.3999999992604 cortcol 79
1815.7999999989963 cortcol 79
