edge_type_id target_model_id target_label source_label weight_max weight_func weight_sigma delay params_file
90 318556138 i5Pvalb i5Htr3a -0.266806821021 DirectionRule_others 50.0 1.5 i2i.json
91 318556138 i5Pvalb i23Htr3a -0.0 DirectionRule_others 50.0 1.5 i2i.json
92 318556138 i5Pvalb e4Rorb 3.35824557708 DirectionRule_others 90.0 1.2 e2i.json
93 318556138 i5Pvalb e4other 3.35824557708 DirectionRule_others 90.0 1.2 e2i.json
94 318556138 i5Pvalb i5Pvalb -1.7638895389700002 DirectionRule_others 50.0 1.6 i2i.json
95 318556138 i5Pvalb i4Pvalb -1.3933245097799998 DirectionRule_others 50.0 1.6 i2i.json
96 318556138 i5Pvalb i23Sst -0.0 DirectionRule_others 50.0 1.5 i2i.json
97 318556138 i5Pvalb i4Htr3a -0.266806821021 DirectionRule_others 50.0 1.5 i2i.json
98 318556138 i5Pvalb i4Sst -0.667017052552 DirectionRule_others 50.0 1.5 i2i.json
99 318556138 i5Pvalb e4Nr5a1 3.35824557708 DirectionRule_others 90.0 1.2 e2i.json
100 318556138 i5Pvalb i1Htr3a -0.0 DirectionRule_others 50.0 3.8 i2i.json
101 318556138 i5Pvalb i5Sst -0.592904046713 DirectionRule_others 50.0 1.5 i2i.json
102 318556138 i5Pvalb e5noRbp4 3.223915754 DirectionRule_others 90.0 1.2 e2i.json
103 318556138 i5Pvalb i6Sst -0.592904046713 DirectionRule_others 50.0 1.5 i2i.json
104 318556138 i5Pvalb e6Ntsr1 6.716491154169999 DirectionRule_others 90.0 1.2 e2i.json
105 471819401 e6Ntsr1 e5Rbp4 13.6313509928 DirectionRule_EE 30.0 1.8 e2e.json
106 471819401 e6Ntsr1 e23Cux2 0.0 DirectionRule_EE 30.0 0.0 e2e.json
107 471819401 e6Ntsr1 i6Pvalb -0.095259088115 DirectionRule_others 90.0 0.9 i2e.json
108 471819401 e6Ntsr1 e4Scnn1a 98.1457271486 DirectionRule_EE 30.0 1.9 e2e.json
109 471819401 e6Ntsr1 i23Pvalb -0.0 DirectionRule_others 90.0 0.9 i2e.json
110 471819401 e6Ntsr1 i6Htr3a -0.329290674965 DirectionRule_others 90.0 1.5 i2e.json
111 471819401 e6Ntsr1 i5Htr3a -0.329290674965 DirectionRule_others 90.0 1.5 i2e.json
112 471819401 e6Ntsr1 i23Htr3a -0.0 DirectionRule_others 90.0 1.5 i2e.json
113 471819401 e6Ntsr1 e4Rorb 98.1457271486 DirectionRule_EE 30.0 1.9 e2e.json
114 471819401 e6Ntsr1 e4other 98.1457271486 DirectionRule_EE 30.0 1.9 e2e.json
115 471819401 e6Ntsr1 i5Pvalb -0.95259088115 DirectionRule_others 90.0 0.9 i2e.json
116 471819401 e6Ntsr1 i4Pvalb -0.0 DirectionRule_others 90.0 0.9 i2e.json
117 471819401 e6Ntsr1 i23Sst -0.0 DirectionRule_others 90.0 1.5 i2e.json
118 471819401 e6Ntsr1 i4Htr3a -0.0 DirectionRule_others 90.0 1.5 i2e.json
119 471819401 e6Ntsr1 i4Sst -0.0 DirectionRule_others 90.0 1.5 i2e.json
120 471819401 e6Ntsr1 e4Nr5a1 98.1457271486 DirectionRule_EE 30.0 1.9 e2e.json
121 471819401 e6Ntsr1 i1Htr3a -0.493936012448 DirectionRule_others 90.0 3.8 i2e.json
122 471819401 e6Ntsr1 i5Sst -0.317530293716 DirectionRule_others 90.0 1.5 i2e.json
123 471819401 e6Ntsr1 e5noRbp4 13.6313509928 DirectionRule_EE 30.0 1.8 e2e.json
124 471819401 e6Ntsr1 i6Sst -0.317530293716 DirectionRule_others 90.0 1.5 i2e.json
125 471819401 e6Ntsr1 e6Ntsr1 32.0336748333 DirectionRule_EE 30.0 1.8 e2e.json
126 517982558 e4Scnn1a e5Rbp4 10.4440988666 DirectionRule_EE 30.0 2.5 e2e.json
127 517982558 e4Scnn1a e23Cux2 9.3447200385 DirectionRule_EE 30.0 1.6 e2e.json
128 517982558 e4Scnn1a i6Pvalb -0.192067948196 DirectionRule_others 90.0 0.9 i2e.json
129 517982558 e4Scnn1a e4Scnn1a 13.6872664094 DirectionRule_EE 30.0 1.3 e2e.json
130 517982558 e4Scnn1a i23Pvalb -1.32787717272 DirectionRule_others 90.0 0.9 i2e.json
131 517982558 e4Scnn1a i6Htr3a -0.0 DirectionRule_others 90.0 1.5 i2e.json
132 517982558 e4Scnn1a i5Htr3a -0.68765067873 DirectionRule_others 90.0 1.5 i2e.json
133 517982558 e4Scnn1a i23Htr3a -0.68765067873 DirectionRule_others 90.0 1.5 i2e.json
134 517982558 e4Scnn1a e4Rorb 13.6872664094 DirectionRule_EE 30.0 1.3 e2e.json
135 517982558 e4Scnn1a e4other 13.6872664094 DirectionRule_EE 30.0 1.3 e2e.json
136 517982558 e4Scnn1a i5Pvalb -0.0 DirectionRule_others 90.0 0.9 i2e.json
137 517982558 e4Scnn1a i4Pvalb -1.51757391167 DirectionRule_others 90.0 0.9 i2e.json
138 517982558 e4Scnn1a i23Sst -0.711362771095 DirectionRule_others 90.0 1.5 i2e.json
139 517982558 e4Scnn1a i4Htr3a -0.68765067873 DirectionRule_others 90.0 1.5 i2e.json
140 517982558 e4Scnn1a i4Sst -0.68765067873 DirectionRule_others 90.0 1.5 i2e.json
141 517982558 e4Scnn1a e4Nr5a1 13.6872664094 DirectionRule_EE 30.0 1.3 e2e.json
142 517982558 e4Scnn1a i1Htr3a -0.995907879535 DirectionRule_others 90.0 3.8 i2e.json
143 517982558 e4Scnn1a i5Sst -0.66393858636 DirectionRule_others 90.0 1.5 i2e.json
144 517982558 e4Scnn1a e5noRbp4 10.4440988666 DirectionRule_EE 30.0 2.5 e2e.json
145 517982558 e4Scnn1a i6Sst -0.0 DirectionRule_others 90.0 1.5 i2e.json
146 517982558 e4Scnn1a e6Ntsr1 0.0 DirectionRule_EE 30.0 0.0 e2e.json
147 477135941 e4other e5Rbp4 3.91250929935 DirectionRule_EE 30.0 2.5 e2e.json
148 477135941 e4other e23Cux2 3.5006662152199994 DirectionRule_EE 30.0 1.6 e2e.json
149 477135941 e4other i6Pvalb -0.0719514094065 DirectionRule_others 90.0 0.9 i2e.json
150 477135941 e4other e4Scnn1a 5.1274463976 DirectionRule_EE 30.0 1.3 e2e.json
151 477135941 e4other i23Pvalb -0.497441842809 DirectionRule_others 90.0 0.9 i2e.json
152 477135941 e4other i6Htr3a -0.0 DirectionRule_others 90.0 1.5 i2e.json
153 477135941 e4other i5Htr3a -0.257603811455 DirectionRule_others 90.0 1.5 i2e.json
154 477135941 e4other i23Htr3a -0.257603811455 DirectionRule_others 90.0 1.5 i2e.json
155 477135941 e4other e4Rorb 5.1274463976 DirectionRule_EE 30.0 1.3 e2e.json
156 477135941 e4other e4other 5.1274463976 DirectionRule_EE 30.0 1.3 e2e.json
157 477135941 e4other i5Pvalb -0.0 DirectionRule_others 90.0 0.9 i2e.json
158 477135941 e4other i4Pvalb -0.56850496321 DirectionRule_others 90.0 0.9 i2e.json
159 477135941 e4other i23Sst -0.266486701505 DirectionRule_others 90.0 1.5 i2e.json
160 477135941 e4other i4Htr3a -0.257603811455 DirectionRule_others 90.0 1.5 i2e.json
161 477135941 e4other i4Sst -0.257603811455 DirectionRule_others 90.0 1.5 i2e.json
162 477135941 e4other e4Nr5a1 5.1274463976 DirectionRule_EE 30.0 1.3 e2e.json
163 477135941 e4other i1Htr3a -0.373081382107 DirectionRule_others 90.0 3.8 i2e.json
164 477135941 e4other i5Sst -0.248720921405 DirectionRule_others 90.0 1.5 i2e.json
165 477135941 e4other e5noRbp4 3.91250929935 DirectionRule_EE 30.0 2.5 e2e.json
166 477135941 e4other i6Sst -0.0 DirectionRule_others 90.0 1.5 i2e.json
167 477135941 e4other e6Ntsr1 0.0 DirectionRule_EE 30.0 0.0 e2e.json
168 422738880 e4Nr5a1 e5Rbp4 4.77999579791 DirectionRule_EE 30.0 2.5 e2e.json
169 422738880 e4Nr5a1 e23Cux2 4.27683834551 DirectionRule_EE 30.0 1.6 e2e.json
170 422738880 e4Nr5a1 i6Pvalb -0.0879045666865 DirectionRule_others 90.0 0.9 i2e.json
171 422738880 e4Nr5a1 e4Scnn1a 6.26431028253 DirectionRule_EE 30.0 1.3 e2e.json
172 422738880 e4Nr5a1 i23Pvalb -0.607735275855 DirectionRule_others 90.0 0.9 i2e.json
173 422738880 e4Nr5a1 i6Htr3a -0.0 DirectionRule_others 90.0 1.5 i2e.json
174 422738880 e4Nr5a1 i5Htr3a -0.314720053569 DirectionRule_others 90.0 1.5 i2e.json
175 422738880 e4Nr5a1 i23Htr3a -0.314720053569 DirectionRule_others 90.0 1.5 i2e.json
176 422738880 e4Nr5a1 e4Rorb 6.26431028253 DirectionRule_EE 30.0 1.3 e2e.json
177 422738880 e4Nr5a1 e4other 6.26431028253 DirectionRule_EE 30.0 1.3 e2e.json
178 422738880 e4Nr5a1 i5Pvalb -0.0 DirectionRule_others 90.0 0.9 i2e.json
179 422738880 e4Nr5a1 i4Pvalb -0.6945546009800001 DirectionRule_others 90.0 0.9 i2e.json
180 422738880 e4Nr5a1 i23Sst -0.3255724692089999 DirectionRule_others 90.0 1.5 i2e.json
181 422738880 e4Nr5a1 i4Htr3a -0.314720053569 DirectionRule_others 90.0 1.5 i2e.json
182 422738880 e4Nr5a1 i4Sst -0.314720053569 DirectionRule_others 90.0 1.5 i2e.json
183 422738880 e4Nr5a1 e4Nr5a1 6.26431028253 DirectionRule_EE 30.0 1.3 e2e.json
184 422738880 e4Nr5a1 i1Htr3a -0.455801456893 DirectionRule_others 90.0 3.8 i2e.json
185 422738880 e4Nr5a1 i5Sst -0.303867637929 DirectionRule_others 90.0 1.5 i2e.json
186 422738880 e4Nr5a1 e5noRbp4 4.77999579791 DirectionRule_EE 30.0 2.5 e2e.json
187 422738880 e4Nr5a1 i6Sst -0.0 DirectionRule_others 90.0 1.5 i2e.json
188 422738880 e4Nr5a1 e6Ntsr1 0.0 DirectionRule_EE 30.0 0.0 e2e.json
189 488419491 e5Rbp4 e5Rbp4 11.9025784896 DirectionRule_EE 30.0 1.5 e2e.json
190 488419491 e5Rbp4 e23Cux2 10.676252221 DirectionRule_EE 30.0 1.8 e2e.json
191 488419491 e5Rbp4 i6Pvalb -0.100821841324 DirectionRule_others 90.0 0.9 i2e.json
192 488419491 e5Rbp4 e4Scnn1a 22.7231043893 DirectionRule_EE 30.0 1.5 e2e.json
193 488419491 e5Rbp4 i23Pvalb -0.248942818083 DirectionRule_others 90.0 0.9 i2e.json
194 488419491 e5Rbp4 i6Htr3a -0.348519945316 DirectionRule_others 90.0 1.5 i2e.json
195 488419491 e5Rbp4 i5Htr3a -0.348519945316 DirectionRule_others 90.0 1.5 i2e.json
196 488419491 e5Rbp4 i23Htr3a -0.0 DirectionRule_others 90.0 1.5 i2e.json
197 488419491 e5Rbp4 e4Rorb 22.7231043893 DirectionRule_EE 30.0 1.5 e2e.json
198 488419491 e5Rbp4 e4other 22.7231043893 DirectionRule_EE 30.0 1.5 e2e.json
199 488419491 e5Rbp4 i5Pvalb -1.00821841324 DirectionRule_others 90.0 0.9 i2e.json
200 488419491 e5Rbp4 i4Pvalb -0.908641286005 DirectionRule_others 90.0 0.9 i2e.json
201 488419491 e5Rbp4 i23Sst -0.273837099892 DirectionRule_others 90.0 1.5 i2e.json
202 488419491 e5Rbp4 i4Htr3a -0.0 DirectionRule_others 90.0 1.5 i2e.json
203 488419491 e5Rbp4 i4Sst -0.348519945316 DirectionRule_others 90.0 1.5 i2e.json
204 488419491 e5Rbp4 e4Nr5a1 22.7231043893 DirectionRule_EE 30.0 1.5 e2e.json
205 488419491 e5Rbp4 i1Htr3a -0.522779917975 DirectionRule_others 90.0 3.8 i2e.json
206 488419491 e5Rbp4 i5Sst -0.336072804412 DirectionRule_others 90.0 1.5 i2e.json
207 488419491 e5Rbp4 e5noRbp4 11.9025784896 DirectionRule_EE 30.0 1.5 e2e.json
208 488419491 e5Rbp4 i6Sst -0.336072804412 DirectionRule_others 90.0 1.5 i2e.json
209 488419491 e5Rbp4 e6Ntsr1 3.31829460923 DirectionRule_EE 30.0 3.5 e2e.json
210 480169178 e5noRbp4 e5Rbp4 14.6259058656 DirectionRule_EE 30.0 1.5 e2e.json
211 480169178 e5noRbp4 e23Cux2 13.1189943522 DirectionRule_EE 30.0 1.8 e2e.json
212 480169178 e5noRbp4 i6Pvalb -0.1238900261559999 DirectionRule_others 90.0 0.9 i2e.json
213 480169178 e5noRbp4 e4Scnn1a 27.9221839252 DirectionRule_EE 30.0 1.5 e2e.json
214 480169178 e5noRbp4 i23Pvalb -0.305901299151 DirectionRule_others 90.0 0.9 i2e.json
215 480169178 e5noRbp4 i6Htr3a -0.428261818811 DirectionRule_others 90.0 1.5 i2e.json
216 480169178 e5noRbp4 i5Htr3a -0.428261818811 DirectionRule_others 90.0 1.5 i2e.json
217 480169178 e5noRbp4 i23Htr3a -0.0 DirectionRule_others 90.0 1.5 i2e.json
218 480169178 e5noRbp4 e4Rorb 27.9221839252 DirectionRule_EE 30.0 1.5 e2e.json
219 480169178 e5noRbp4 e4other 27.9221839252 DirectionRule_EE 30.0 1.5 e2e.json
220 480169178 e5noRbp4 i5Pvalb -1.23890026156 DirectionRule_others 90.0 0.9 i2e.json
221 480169178 e5noRbp4 i4Pvalb -1.1165397419 DirectionRule_others 90.0 0.9 i2e.json
222 480169178 e5noRbp4 i23Sst -0.336491429066 DirectionRule_others 90.0 1.5 i2e.json
223 480169178 e5noRbp4 i4Htr3a -0.0 DirectionRule_others 90.0 1.5 i2e.json
224 480169178 e5noRbp4 i4Sst -0.428261818811 DirectionRule_others 90.0 1.5 i2e.json
225 480169178 e5noRbp4 e4Nr5a1 27.9221839252 DirectionRule_EE 30.0 1.5 e2e.json
226 480169178 e5noRbp4 i1Htr3a -0.642392728215 DirectionRule_others 90.0 3.8 i2e.json
227 480169178 e5noRbp4 i5Sst -0.4129667538539999 DirectionRule_others 90.0 1.5 i2e.json
228 480169178 e5noRbp4 e5noRbp4 14.6259058656 DirectionRule_EE 30.0 1.5 e2e.json
229 480169178 e5noRbp4 i6Sst -0.4129667538539999 DirectionRule_others 90.0 1.5 i2e.json
230 480169178 e5noRbp4 e6Ntsr1 4.07752527165 DirectionRule_EE 30.0 3.5 e2e.json
231 482809953 e4Nr5a1 e5Rbp4 5.53100000018 DirectionRule_EE 30.0 2.5 e2e.json
232 482809953 e4Nr5a1 e23Cux2 4.94878947383 DirectionRule_EE 30.0 1.6 e2e.json
233 482809953 e4Nr5a1 i6Pvalb -0.101715603718 DirectionRule_others 90.0 0.9 i2e.json
234 482809953 e4Nr5a1 e4Scnn1a 7.248521052819999 DirectionRule_EE 30.0 1.3 e2e.json
235 482809953 e4Nr5a1 i23Pvalb -0.70321898867 DirectionRule_others 90.0 0.9 i2e.json
236 482809953 e4Nr5a1 i6Htr3a -0.0 DirectionRule_others 90.0 1.5 i2e.json
237 482809953 e4Nr5a1 i5Htr3a -0.364166976275 DirectionRule_others 90.0 1.5 i2e.json
238 482809953 e4Nr5a1 i23Htr3a -0.364166976275 DirectionRule_others 90.0 1.5 i2e.json
239 482809953 e4Nr5a1 e4Rorb 7.248521052819999 DirectionRule_EE 30.0 1.3 e2e.json
240 482809953 e4Nr5a1 e4other 7.248521052819999 DirectionRule_EE 30.0 1.3 e2e.json
241 482809953 e4Nr5a1 i5Pvalb -0.0 DirectionRule_others 90.0 0.9 i2e.json
242 482809953 e4Nr5a1 i4Pvalb -0.8036788441949999 DirectionRule_others 90.0 0.9 i2e.json
243 482809953 e4Nr5a1 i23Sst -0.376724458215 DirectionRule_others 90.0 1.5 i2e.json
244 482809953 e4Nr5a1 i4Htr3a -0.364166976275 DirectionRule_others 90.0 1.5 i2e.json
245 482809953 e4Nr5a1 i4Sst -0.364166976275 DirectionRule_others 90.0 1.5 i2e.json
246 482809953 e4Nr5a1 e4Nr5a1 7.248521052819999 DirectionRule_EE 30.0 1.3 e2e.json
247 482809953 e4Nr5a1 i1Htr3a -0.5274142414999999 DirectionRule_others 90.0 3.8 i2e.json
248 482809953 e4Nr5a1 i5Sst -0.351609494335 DirectionRule_others 90.0 1.5 i2e.json
249 482809953 e4Nr5a1 e5noRbp4 5.53100000018 DirectionRule_EE 30.0 2.5 e2e.json
250 482809953 e4Nr5a1 i6Sst -0.0 DirectionRule_others 90.0 1.5 i2e.json
251 482809953 e4Nr5a1 e6Ntsr1 0.0 DirectionRule_EE 30.0 0.0 e2e.json
252 478110866 i5Htr3a e5Rbp4 3.49109689671 DirectionRule_others 90.0 1.5 e2i.json
253 478110866 i5Htr3a e23Cux2 0.0 DirectionRule_others 90.0 1.5 e2i.json
254 478110866 i5Htr3a i6Pvalb -0.602832209593 DirectionRule_others 50.0 1.2 i2i.json
255 478110866 i5Htr3a e4Scnn1a 2.42511311146 DirectionRule_others 90.0 1.5 e2i.json
256 478110866 i5Htr3a i23Pvalb -0.0 DirectionRule_others 50.0 1.2 i2i.json
257 478110866 i5Htr3a i6Htr3a -0.544019311096 DirectionRule_others 50.0 1.5 i2i.json
258 478110866 i5Htr3a i5Htr3a -0.544019311096 DirectionRule_others 50.0 1.5 i2i.json
259 478110866 i5Htr3a i23Htr3a -0.0 DirectionRule_others 50.0 1.5 i2i.json
260 478110866 i5Htr3a e4Rorb 2.42511311146 DirectionRule_others 90.0 1.5 e2i.json
261 478110866 i5Htr3a e4other 2.42511311146 DirectionRule_others 90.0 1.5 e2i.json
262 478110866 i5Htr3a i5Pvalb -0.602832209593 DirectionRule_others 50.0 1.2 i2i.json
263 478110866 i5Htr3a i4Pvalb -0.602832209593 DirectionRule_others 50.0 1.2 i2i.json
264 478110866 i5Htr3a i23Sst -0.0 DirectionRule_others 50.0 1.5 i2i.json
265 478110866 i5Htr3a i4Htr3a -0.544019311096 DirectionRule_others 50.0 1.5 i2i.json
266 478110866 i5Htr3a i4Sst -0.764567680459 DirectionRule_others 50.0 1.5 i2i.json
267 478110866 i5Htr3a e4Nr5a1 2.42511311146 DirectionRule_others 90.0 1.5 e2i.json
268 478110866 i5Htr3a i1Htr3a -0.0 DirectionRule_others 50.0 3.8 i2i.json
269 478110866 i5Htr3a i5Sst -0.764567680459 DirectionRule_others 50.0 1.5 i2i.json
270 478110866 i5Htr3a e5noRbp4 3.49109689671 DirectionRule_others 90.0 1.5 e2i.json
271 478110866 i5Htr3a i6Sst -0.764567680459 DirectionRule_others 50.0 1.5 i2i.json
272 478110866 i5Htr3a e6Ntsr1 3.49109689671 DirectionRule_others 90.0 1.5 e2i.json
