edge_type_id target_model_id target_label source_label weight_max weight_func weight_sigma delay params_file
592 476131588 e5noRbp4 i23Pvalb -0.284721116045 DirectionRule_others 90.0 0.9 i2e.json
593 476131588 e5noRbp4 i6Htr3a -0.398609562462 DirectionRule_others 90.0 1.5 i2e.json
594 476131588 e5noRbp4 i5Htr3a -0.398609562462 DirectionRule_others 90.0 1.5 i2e.json
595 476131588 e5noRbp4 i23Htr3a -0.0 DirectionRule_others 90.0 1.5 i2e.json
596 476131588 e5noRbp4 e4Rorb 25.988890507 DirectionRule_EE 30.0 1.5 e2e.json
597 476131588 e5noRbp4 e4other 25.988890507 DirectionRule_EE 30.0 1.5 e2e.json
598 476131588 e5noRbp4 i5Pvalb -1.15312051998 DirectionRule_others 90.0 0.9 i2e.json
599 476131588 e5noRbp4 i4Pvalb -1.03923207356 DirectionRule_others 90.0 0.9 i2e.json
600 476131588 e5noRbp4 i23Sst -0.313193227649 DirectionRule_others 90.0 1.5 i2e.json
601 476131588 e5noRbp4 i4Htr3a -0.0 DirectionRule_others 90.0 1.5 i2e.json
602 476131588 e5noRbp4 i4Sst -0.398609562462 DirectionRule_others 90.0 1.5 i2e.json
603 476131588 e5noRbp4 e4Nr5a1 25.988890507 DirectionRule_EE 30.0 1.5 e2e.json
604 476131588 e5noRbp4 i1Htr3a -0.597914343695 DirectionRule_others 90.0 3.8 i2e.json
605 476131588 e5noRbp4 i5Sst -0.38437350666 DirectionRule_others 90.0 1.5 i2e.json
606 476131588 e5noRbp4 e5noRbp4 13.6132283608 DirectionRule_EE 30.0 1.5 e2e.json
607 476131588 e5noRbp4 i6Sst -0.38437350666 DirectionRule_others 90.0 1.5 i2e.json
608 476131588 e5noRbp4 e6Ntsr1 3.79520305819 DirectionRule_EE 30.0 3.5 e2e.json
609 484659182 e5noRbp4 e5Rbp4 7.818613109839999 DirectionRule_EE 30.0 1.5 e2e.json
610 484659182 e5noRbp4 e23Cux2 7.013059031849999 DirectionRule_EE 30.0 1.8 e2e.json
611 484659182 e5noRbp4 i6Pvalb -0.0662282522245 DirectionRule_others 90.0 0.9 i2e.json
612 484659182 e5noRbp4 e4Scnn1a 14.9264432097 DirectionRule_EE 30.0 1.5 e2e.json
613 484659182 e5noRbp4 i23Pvalb -0.163526548702 DirectionRule_others 90.0 0.9 i2e.json
614 484659182 e5noRbp4 i6Htr3a -0.228937168183 DirectionRule_others 90.0 1.5 i2e.json
615 484659182 e5noRbp4 i5Htr3a -0.228937168183 DirectionRule_others 90.0 1.5 i2e.json
616 484659182 e5noRbp4 i23Htr3a -0.0 DirectionRule_others 90.0 1.5 i2e.json
617 484659182 e5noRbp4 e4Rorb 14.9264432097 DirectionRule_EE 30.0 1.5 e2e.json
618 484659182 e5noRbp4 e4other 14.9264432097 DirectionRule_EE 30.0 1.5 e2e.json
619 484659182 e5noRbp4 i5Pvalb -0.662282522245 DirectionRule_others 90.0 0.9 i2e.json
620 484659182 e5noRbp4 i4Pvalb -0.596871902765 DirectionRule_others 90.0 0.9 i2e.json
621 484659182 e5noRbp4 i23Sst -0.179879203573 DirectionRule_others 90.0 1.5 i2e.json
622 484659182 e5noRbp4 i4Htr3a -0.0 DirectionRule_others 90.0 1.5 i2e.json
623 484659182 e5noRbp4 i4Sst -0.228937168183 DirectionRule_others 90.0 1.5 i2e.json
624 484659182 e5noRbp4 e4Nr5a1 14.9264432097 DirectionRule_EE 30.0 1.5 e2e.json
625 484659182 e5noRbp4 i1Htr3a -0.343405752276 DirectionRule_others 90.0 3.8 i2e.json
626 484659182 e5noRbp4 i5Sst -0.220760840748 DirectionRule_others 90.0 1.5 i2e.json
627 484659182 e5noRbp4 e5noRbp4 7.818613109839999 DirectionRule_EE 30.0 1.5 e2e.json
628 484659182 e5noRbp4 i6Sst -0.220760840748 DirectionRule_others 90.0 1.5 i2e.json
629 484659182 e5noRbp4 e6Ntsr1 2.1797345639500003 DirectionRule_EE 30.0 3.5 e2e.json
630 327962063 i23Htr3a e5Rbp4 2.05859926051 DirectionRule_others 90.0 1.5 e2i.json
631 327962063 i23Htr3a e23Cux2 5.92695611268 DirectionRule_others 90.0 1.5 e2i.json
632 327962063 i23Htr3a i6Pvalb -0.0 DirectionRule_others 50.0 1.2 i2i.json
633 327962063 i23Htr3a e4Scnn1a 2.05859926051 DirectionRule_others 90.0 1.5 e2i.json
634 327962063 i23Htr3a i23Pvalb -0.5117245604 DirectionRule_others 50.0 1.2 i2i.json
635 327962063 i23Htr3a i6Htr3a -0.0 DirectionRule_others 50.0 1.5 i2i.json
636 327962063 i23Htr3a i5Htr3a -0.0 DirectionRule_others 50.0 1.5 i2i.json
637 327962063 i23Htr3a i23Htr3a -0.461800213044 DirectionRule_others 50.0 1.5 i2i.json
638 327962063 i23Htr3a e4Rorb 2.05859926051 DirectionRule_others 90.0 1.5 e2i.json
639 327962063 i23Htr3a e4other 2.05859926051 DirectionRule_others 90.0 1.5 e2i.json
640 327962063 i23Htr3a i5Pvalb -0.0 DirectionRule_others 50.0 1.2 i2i.json
641 327962063 i23Htr3a i4Pvalb -0.5117245604 DirectionRule_others 50.0 1.2 i2i.json
642 327962063 i23Htr3a i23Sst -0.649016515629 DirectionRule_others 50.0 1.5 i2i.json
643 327962063 i23Htr3a i4Htr3a -0.461800213044 DirectionRule_others 50.0 1.5 i2i.json
644 327962063 i23Htr3a i4Sst -0.649016515629 DirectionRule_others 50.0 1.5 i2i.json
645 327962063 i23Htr3a e4Nr5a1 2.05859926051 DirectionRule_others 90.0 1.5 e2i.json
646 327962063 i23Htr3a i1Htr3a -0.97352477344 DirectionRule_others 50.0 3.8 i2i.json
647 327962063 i23Htr3a i5Sst -0.0 DirectionRule_others 50.0 1.5 i2i.json
648 327962063 i23Htr3a e5noRbp4 2.05859926051 DirectionRule_others 90.0 1.5 e2i.json
649 327962063 i23Htr3a i6Sst -0.0 DirectionRule_others 50.0 1.5 i2i.json
650 327962063 i23Htr3a e6Ntsr1 0.0 DirectionRule_others 90.0 1.5 e2i.json
651 501282204 i4Sst e5Rbp4 3.4545542034900003 DirectionRule_others 90.0 1.5 e2i.json
652 501282204 i4Sst e23Cux2 4.583927693090001 DirectionRule_others 90.0 1.5 e2i.json
653 501282204 i4Sst i6Pvalb -0.0 DirectionRule_others 50.0 1.2 i2i.json
654 501282204 i4Sst e4Scnn1a 3.38812046881 DirectionRule_others 90.0 1.5 e2i.json
655 501282204 i4Sst i23Pvalb -1.53942998989 DirectionRule_others 50.0 1.2 i2i.json
656 501282204 i4Sst i6Htr3a -0.0 DirectionRule_others 50.0 1.5 i2i.json
657 501282204 i4Sst i5Htr3a -1.20955213491 DirectionRule_others 50.0 1.5 i2i.json
658 501282204 i4Sst i23Htr3a -1.17289903991 DirectionRule_others 50.0 1.5 i2i.json
659 501282204 i4Sst e4Rorb 3.38812046881 DirectionRule_others 90.0 1.5 e2i.json
660 501282204 i4Sst e4other 3.38812046881 DirectionRule_others 90.0 1.5 e2i.json
661 501282204 i4Sst i5Pvalb -1.53942998989 DirectionRule_others 50.0 1.2 i2i.json
662 501282204 i4Sst i4Pvalb -1.53942998989 DirectionRule_others 50.0 1.2 i2i.json
663 501282204 i4Sst i23Sst -0.5497964249580001 DirectionRule_others 50.0 1.5 i2i.json
664 501282204 i4Sst i4Htr3a -1.17289903991 DirectionRule_others 50.0 1.5 i2i.json
665 501282204 i4Sst i4Sst -0.5497964249580001 DirectionRule_others 50.0 1.5 i2i.json
666 501282204 i4Sst e4Nr5a1 3.38812046881 DirectionRule_others 90.0 1.5 e2i.json
667 501282204 i4Sst i1Htr3a -0.0 DirectionRule_others 50.0 3.8 i2i.json
668 501282204 i4Sst i5Sst -1.0262866599200002 DirectionRule_others 50.0 1.5 i2i.json
669 501282204 i4Sst e5noRbp4 3.4545542034900003 DirectionRule_others 90.0 1.5 e2i.json
670 501282204 i4Sst i6Sst -0.0 DirectionRule_others 50.0 1.5 i2i.json
671 501282204 i4Sst e6Ntsr1 0.0 DirectionRule_others 90.0 1.5 e2i.json
672 471129934 e5Rbp4 e5Rbp4 16.8110369059 DirectionRule_EE 30.0 1.5 e2e.json
673 471129934 e5Rbp4 e23Cux2 15.0789906792 DirectionRule_EE 30.0 1.8 e2e.json
674 471129934 e5Rbp4 i6Pvalb -0.142399371438 DirectionRule_others 90.0 0.9 i2e.json
675 471129934 e5Rbp4 e4Scnn1a 32.0937977295 DirectionRule_EE 30.0 1.5 e2e.json
676 471129934 e5Rbp4 i23Pvalb -0.351603386267 DirectionRule_others 90.0 0.9 i2e.json
677 471129934 e5Rbp4 i6Htr3a -0.492244740774 DirectionRule_others 90.0 1.5 i2e.json
678 471129934 e5Rbp4 i5Htr3a -0.492244740774 DirectionRule_others 90.0 1.5 i2e.json
679 471129934 e5Rbp4 i23Htr3a -0.0 DirectionRule_others 90.0 1.5 i2e.json
680 471129934 e5Rbp4 e4Rorb 32.0937977295 DirectionRule_EE 30.0 1.5 e2e.json
681 471129934 e5Rbp4 e4other 32.0937977295 DirectionRule_EE 30.0 1.5 e2e.json
682 471129934 e5Rbp4 i5Pvalb -1.42399371438 DirectionRule_others 90.0 0.9 i2e.json
683 471129934 e5Rbp4 i4Pvalb -1.2833523598799998 DirectionRule_others 90.0 0.9 i2e.json
684 471129934 e5Rbp4 i23Sst -0.386763724894 DirectionRule_others 90.0 1.5 i2e.json
685 471129934 e5Rbp4 i4Htr3a -0.0 DirectionRule_others 90.0 1.5 i2e.json
686 471129934 e5Rbp4 i4Sst -0.492244740774 DirectionRule_others 90.0 1.5 i2e.json
687 471129934 e5Rbp4 e4Nr5a1 32.0937977295 DirectionRule_EE 30.0 1.5 e2e.json
688 471129934 e5Rbp4 i1Htr3a -0.73836711116 DirectionRule_others 90.0 3.8 i2e.json
689 471129934 e5Rbp4 i5Sst -0.4746645714600001 DirectionRule_others 90.0 1.5 i2e.json
690 471129934 e5Rbp4 e5noRbp4 16.8110369059 DirectionRule_EE 30.0 1.5 e2e.json
691 471129934 e5Rbp4 i6Sst -0.4746645714600001 DirectionRule_others 90.0 1.5 i2e.json
692 471129934 e5Rbp4 e6Ntsr1 4.686713319230001 DirectionRule_EE 30.0 3.5 e2e.json
693 478949560 i5Pvalb e5Rbp4 2.94973751135 DirectionRule_others 90.0 1.2 e2i.json
694 478949560 i5Pvalb e23Cux2 3.24471126248 DirectionRule_others 90.0 1.2 e2i.json
695 478949560 i5Pvalb i6Pvalb -1.61387937402 DirectionRule_others 50.0 1.6 i2i.json
696 478949560 i5Pvalb e4Scnn1a 3.07264324099 DirectionRule_others 90.0 1.2 e2i.json
697 478949560 i5Pvalb i23Pvalb -1.07139891217 DirectionRule_others 50.0 1.6 i2i.json
698 478949560 i5Pvalb i6Htr3a -0.244116207836 DirectionRule_others 50.0 1.5 i2i.json
699 478949560 i5Pvalb i5Htr3a -0.244116207836 DirectionRule_others 50.0 1.5 i2i.json
700 478949560 i5Pvalb i23Htr3a -0.0 DirectionRule_others 50.0 1.5 i2i.json
701 478949560 i5Pvalb e4Rorb 3.07264324099 DirectionRule_others 90.0 1.2 e2i.json
702 478949560 i5Pvalb e4other 3.07264324099 DirectionRule_others 90.0 1.2 e2i.json
703 478949560 i5Pvalb i5Pvalb -1.61387937402 DirectionRule_others 50.0 1.6 i2i.json
704 478949560 i5Pvalb i4Pvalb -1.27482908537 DirectionRule_others 50.0 1.6 i2i.json
705 478949560 i5Pvalb i23Sst -0.0 DirectionRule_others 50.0 1.5 i2i.json
706 478949560 i5Pvalb i4Htr3a -0.244116207836 DirectionRule_others 50.0 1.5 i2i.json
707 478949560 i5Pvalb i4Sst -0.61029051959 DirectionRule_others 50.0 1.5 i2i.json
708 478949560 i5Pvalb e4Nr5a1 3.07264324099 DirectionRule_others 90.0 1.2 e2i.json
709 478949560 i5Pvalb i1Htr3a -0.0 DirectionRule_others 50.0 3.8 i2i.json
710 478949560 i5Pvalb i5Sst -0.542480461858 DirectionRule_others 50.0 1.5 i2i.json
711 478949560 i5Pvalb e5noRbp4 2.94973751135 DirectionRule_others 90.0 1.2 e2i.json
712 478949560 i5Pvalb i6Sst -0.542480461858 DirectionRule_others 50.0 1.5 i2i.json
713 478949560 i5Pvalb e6Ntsr1 6.14528648198 DirectionRule_others 90.0 1.2 e2i.json
714 475622793 i23Htr3a e5Rbp4 1.87614673626 DirectionRule_others 90.0 1.5 e2i.json
715 475622793 i23Htr3a e23Cux2 5.40165324066 DirectionRule_others 90.0 1.5 e2i.json
716 475622793 i23Htr3a i6Pvalb -0.0 DirectionRule_others 50.0 1.2 i2i.json
717 475622793 i23Htr3a e4Scnn1a 1.87614673626 DirectionRule_others 90.0 1.5 e2i.json
718 475622793 i23Htr3a i23Pvalb -0.46637069306 DirectionRule_others 50.0 1.2 i2i.json
719 475622793 i23Htr3a i6Htr3a -0.0 DirectionRule_others 50.0 1.5 i2i.json
720 475622793 i23Htr3a i5Htr3a -0.0 DirectionRule_others 50.0 1.5 i2i.json
721 475622793 i23Htr3a i23Htr3a -0.42087111325 DirectionRule_others 50.0 1.5 i2i.json
722 475622793 i23Htr3a e4Rorb 1.87614673626 DirectionRule_others 90.0 1.5 e2i.json
723 475622793 i23Htr3a e4other 1.87614673626 DirectionRule_others 90.0 1.5 e2i.json
724 475622793 i23Htr3a i5Pvalb -0.0 DirectionRule_others 50.0 1.2 i2i.json
725 475622793 i23Htr3a i4Pvalb -0.46637069306 DirectionRule_others 50.0 1.2 i2i.json
726 475622793 i23Htr3a i23Sst -0.5914945375399999 DirectionRule_others 50.0 1.5 i2i.json
727 475622793 i23Htr3a i4Htr3a -0.42087111325 DirectionRule_others 50.0 1.5 i2i.json
728 475622793 i23Htr3a i4Sst -0.5914945375399999 DirectionRule_others 50.0 1.5 i2i.json
729 475622793 i23Htr3a e4Nr5a1 1.87614673626 DirectionRule_others 90.0 1.5 e2i.json
730 475622793 i23Htr3a i1Htr3a -0.887241806312 DirectionRule_others 50.0 3.8 i2i.json
731 475622793 i23Htr3a i5Sst -0.0 DirectionRule_others 50.0 1.5 i2i.json
732 475622793 i23Htr3a e5noRbp4 1.87614673626 DirectionRule_others 90.0 1.5 e2i.json
733 475622793 i23Htr3a i6Sst -0.0 DirectionRule_others 50.0 1.5 i2i.json
734 475622793 i23Htr3a e6Ntsr1 0.0 DirectionRule_others 90.0 1.5 e2i.json
735 507996688 e5Rbp4 e5Rbp4 16.1159044459 DirectionRule_EE 30.0 1.5 e2e.json
736 507996688 e5Rbp4 e23Cux2 14.4554779272 DirectionRule_EE 30.0 1.8 e2e.json
737 507996688 e5Rbp4 i6Pvalb -0.1365111906 DirectionRule_others 90.0 0.9 i2e.json
738 507996688 e5Rbp4 e4Scnn1a 30.7667266695 DirectionRule_EE 30.0 1.5 e2e.json
739 507996688 e5Rbp4 i23Pvalb -0.337064668149 DirectionRule_others 90.0 0.9 i2e.json
740 507996688 e5Rbp4 i6Htr3a -0.471890535409 DirectionRule_others 90.0 1.5 i2e.json
741 507996688 e5Rbp4 i5Htr3a -0.471890535409 DirectionRule_others 90.0 1.5 i2e.json
742 507996688 e5Rbp4 i23Htr3a -0.0 DirectionRule_others 90.0 1.5 i2e.json
743 507996688 e5Rbp4 e4Rorb 30.7667266695 DirectionRule_EE 30.0 1.5 e2e.json
744 507996688 e5Rbp4 e4other 30.7667266695 DirectionRule_EE 30.0 1.5 e2e.json
745 507996688 e5Rbp4 i5Pvalb -1.36511190601 DirectionRule_others 90.0 0.9 i2e.json
746 507996688 e5Rbp4 i4Pvalb -1.23028603875 DirectionRule_others 90.0 0.9 i2e.json
747 507996688 e5Rbp4 i23Sst -0.370771134964 DirectionRule_others 90.0 1.5 i2e.json
748 507996688 e5Rbp4 i4Htr3a -0.0 DirectionRule_others 90.0 1.5 i2e.json
749 507996688 e5Rbp4 i4Sst -0.471890535409 DirectionRule_others 90.0 1.5 i2e.json
750 507996688 e5Rbp4 e4Nr5a1 30.7667266695 DirectionRule_EE 30.0 1.5 e2e.json
751 507996688 e5Rbp4 i1Htr3a -0.7078358031149999 DirectionRule_others 90.0 3.8 i2e.json
752 507996688 e5Rbp4 i5Sst -0.455037302002 DirectionRule_others 90.0 1.5 i2e.json
753 507996688 e5Rbp4 e5noRbp4 16.1159044459 DirectionRule_EE 30.0 1.5 e2e.json
754 507996688 e5Rbp4 i6Sst -0.455037302002 DirectionRule_others 90.0 1.5 i2e.json
755 507996688 e5Rbp4 e6Ntsr1 4.49291881522 DirectionRule_EE 30.0 3.5 e2e.json
756 482690728 i5Sst e5Rbp4 1.36045182467 DirectionRule_others 90.0 1.5 e2i.json
757 482690728 i5Sst e23Cux2 1.38661435976 DirectionRule_others 90.0 1.5 e2i.json
758 482690728 i5Sst i6Pvalb -0.591814586859 DirectionRule_others 50.0 1.2 i2i.json
759 482690728 i5Sst e4Scnn1a 1.36045182467 DirectionRule_others 90.0 1.5 e2i.json
760 482690728 i5Sst i23Pvalb -0.0 DirectionRule_others 50.0 1.2 i2i.json
761 482690728 i5Sst i6Htr3a -0.476338569911 DirectionRule_others 50.0 1.5 i2i.json
762 482690728 i5Sst i5Htr3a -0.476338569911 DirectionRule_others 50.0 1.5 i2i.json
763 482690728 i5Sst i23Htr3a -0.0 DirectionRule_others 50.0 1.5 i2i.json
764 482690728 i5Sst e4Rorb 1.36045182467 DirectionRule_others 90.0 1.5 e2i.json
765 482690728 i5Sst e4other 1.36045182467 DirectionRule_others 90.0 1.5 e2i.json
766 482690728 i5Sst i5Pvalb -0.591814586859 DirectionRule_others 50.0 1.2 i2i.json
767 482690728 i5Sst i4Pvalb -0.606249088978 DirectionRule_others 50.0 1.2 i2i.json
768 482690728 i5Sst i23Sst -0.0 DirectionRule_others 50.0 1.5 i2i.json
769 482690728 i5Sst i4Htr3a -0.476338569911 DirectionRule_others 50.0 1.5 i2i.json
770 482690728 i5Sst i4Sst -0.404166059318 DirectionRule_others 50.0 1.5 i2i.json
771 482690728 i5Sst e4Nr5a1 1.36045182467 DirectionRule_others 90.0 1.5 e2i.json
772 482690728 i5Sst i1Htr3a -0.0 DirectionRule_others 50.0 3.8 i2i.json
773 482690728 i5Sst i5Sst -0.577380084741 DirectionRule_others 50.0 1.5 i2i.json
774 482690728 i5Sst e5noRbp4 1.36045182467 DirectionRule_others 90.0 1.5 e2i.json
775 482690728 i5Sst i6Sst -0.577380084741 DirectionRule_others 50.0 1.5 i2i.json
776 482690728 i5Sst e6Ntsr1 1.36045182467 DirectionRule_others 90.0 1.5 e2i.json
777 490916919 e5Rbp4 e5Rbp4 14.7661306706 DirectionRule_EE 30.0 1.5 e2e.json
778 490916919 e5Rbp4 e23Cux2 13.244771753 DirectionRule_EE 30.0 1.8 e2e.json
779 490916919 e5Rbp4 i6Pvalb -0.125077812739 DirectionRule_others 90.0 0.9 i2e.json
780 490916919 e5Rbp4 e4Scnn1a 28.1898858258 DirectionRule_EE 30.0 1.5 e2e.json
781 490916919 e5Rbp4 i23Pvalb -0.308834105528 DirectionRule_others 90.0 0.9 i2e.json
782 490916919 e5Rbp4 i6Htr3a -0.43236774774 DirectionRule_others 90.0 1.5 i2e.json
783 490916919 e5Rbp4 i5Htr3a -0.43236774774 DirectionRule_others 90.0 1.5 i2e.json
784 490916919 e5Rbp4 i23Htr3a -0.0 DirectionRule_others 90.0 1.5 i2e.json
785 490916919 e5Rbp4 e4Rorb 28.1898858258 DirectionRule_EE 30.0 1.5 e2e.json
786 490916919 e5Rbp4 e4other 28.1898858258 DirectionRule_EE 30.0 1.5 e2e.json
787 490916919 e5Rbp4 i5Pvalb -1.2507781273899998 DirectionRule_others 90.0 0.9 i2e.json
788 490916919 e5Rbp4 i4Pvalb -1.12724448518 DirectionRule_others 90.0 0.9 i2e.json
789 490916919 e5Rbp4 i23Sst -0.339717516082 DirectionRule_others 90.0 1.5 i2e.json
790 490916919 e5Rbp4 i4Htr3a -0.0 DirectionRule_others 90.0 1.5 i2e.json
791 490916919 e5Rbp4 i4Sst -0.43236774774 DirectionRule_others 90.0 1.5 i2e.json
792 490916919 e5Rbp4 e4Nr5a1 28.1898858258 DirectionRule_EE 30.0 1.5 e2e.json
793 490916919 e5Rbp4 i1Htr3a -0.64855162161 DirectionRule_others 90.0 3.8 i2e.json
794 490916919 e5Rbp4 i5Sst -0.416926042464 DirectionRule_others 90.0 1.5 i2e.json
795 490916919 e5Rbp4 e5noRbp4 14.7661306706 DirectionRule_EE 30.0 1.5 e2e.json
796 490916919 e5Rbp4 i6Sst -0.416926042464 DirectionRule_others 90.0 1.5 i2e.json
797 490916919 e5Rbp4 e6Ntsr1 4.11661824757 DirectionRule_EE 30.0 3.5 e2e.json
798 464188580 i23Htr3a e5Rbp4 2.88078106592 DirectionRule_others 90.0 1.5 e2i.json
799 464188580 i23Htr3a e23Cux2 8.29411691508 DirectionRule_others 90.0 1.5 e2i.json
800 464188580 i23Htr3a i6Pvalb -0.0 DirectionRule_others 50.0 1.2 i2i.json
801 464188580 i23Htr3a e4Scnn1a 2.88078106592 DirectionRule_others 90.0 1.5 e2i.json
802 464188580 i23Htr3a i23Pvalb -0.716101697326 DirectionRule_others 50.0 1.2 i2i.json
803 464188580 i23Htr3a i6Htr3a -0.0 DirectionRule_others 50.0 1.5 i2i.json
804 464188580 i23Htr3a i5Htr3a -0.0 DirectionRule_others 50.0 1.5 i2i.json
805 464188580 i23Htr3a i23Htr3a -0.646238117099 DirectionRule_others 50.0 1.5 i2i.json
806 464188580 i23Htr3a e4Rorb 2.88078106592 DirectionRule_others 90.0 1.5 e2i.json
807 464188580 i23Htr3a e4other 2.88078106592 DirectionRule_others 90.0 1.5 e2i.json
808 464188580 i23Htr3a i5Pvalb -0.0 DirectionRule_others 50.0 1.2 i2i.json
809 464188580 i23Htr3a i4Pvalb -0.716101697326 DirectionRule_others 50.0 1.2 i2i.json
810 464188580 i23Htr3a i23Sst -0.908226542952 DirectionRule_others 50.0 1.5 i2i.json
811 464188580 i23Htr3a i4Htr3a -0.646238117099 DirectionRule_others 50.0 1.5 i2i.json
812 464188580 i23Htr3a i4Sst -0.908226542952 DirectionRule_others 50.0 1.5 i2i.json
813 464188580 i23Htr3a e4Nr5a1 2.88078106592 DirectionRule_others 90.0 1.5 e2i.json
814 464188580 i23Htr3a i1Htr3a -1.36233981442 DirectionRule_others 50.0 3.8 i2i.json
815 464188580 i23Htr3a i5Sst -0.0 DirectionRule_others 50.0 1.5 i2i.json
816 464188580 i23Htr3a e5noRbp4 2.88078106592 DirectionRule_others 90.0 1.5 e2i.json
817 464188580 i23Htr3a i6Sst -0.0 DirectionRule_others 50.0 1.5 i2i.json
818 464188580 i23Htr3a e6Ntsr1 0.0 DirectionRule_others 90.0 1.5 e2i.json
819 314900022 e4Scnn1a e5Rbp4 3.5355025647300007 DirectionRule_EE 30.0 2.5 e2e.json
820 314900022 e4Scnn1a e23Cux2 3.16334440002 DirectionRule_EE 30.0 1.6 e2e.json
821 314900022 e4Scnn1a i6Pvalb -0.0650182205399999 DirectionRule_others 90.0 0.9 i2e.json
822 314900022 e4Scnn1a e4Scnn1a 4.63336915062 DirectionRule_EE 30.0 1.3 e2e.json
823 314900022 e4Scnn1a i23Pvalb -0.449508685217 DirectionRule_others 90.0 0.9 i2e.json
824 314900022 e4Scnn1a i6Htr3a -0.0 DirectionRule_others 90.0 1.5 i2e.json
825 314900022 e4Scnn1a i5Htr3a -0.232781283416 DirectionRule_others 90.0 1.5 i2e.json
826 314900022 e4Scnn1a i23Htr3a -0.232781283416 DirectionRule_others 90.0 1.5 i2e.json
827 314900022 e4Scnn1a e4Rorb 4.63336915062 DirectionRule_EE 30.0 1.3 e2e.json
828 314900022 e4Scnn1a e4other 4.63336915062 DirectionRule_EE 30.0 1.3 e2e.json
829 314900022 e4Scnn1a i5Pvalb -0.0 DirectionRule_others 90.0 0.9 i2e.json
830 314900022 e4Scnn1a i4Pvalb -0.5137242116749999 DirectionRule_others 90.0 0.9 i2e.json
831 314900022 e4Scnn1a i23Sst -0.240808224223 DirectionRule_others 90.0 1.5 i2e.json
832 314900022 e4Scnn1a i4Htr3a -0.232781283416 DirectionRule_others 90.0 1.5 i2e.json
833 314900022 e4Scnn1a i4Sst -0.232781283416 DirectionRule_others 90.0 1.5 i2e.json
834 314900022 e4Scnn1a e4Nr5a1 4.63336915062 DirectionRule_EE 30.0 1.3 e2e.json
835 314900022 e4Scnn1a i1Htr3a -0.3371315139119999 DirectionRule_others 90.0 3.8 i2e.json
836 314900022 e4Scnn1a i5Sst -0.224754342608 DirectionRule_others 90.0 1.5 i2e.json
837 314900022 e4Scnn1a e5noRbp4 3.5355025647300007 DirectionRule_EE 30.0 2.5 e2e.json
838 314900022 e4Scnn1a i6Sst -0.0 DirectionRule_others 90.0 1.5 i2e.json
839 314900022 e4Scnn1a e6Ntsr1 0.0 DirectionRule_EE 30.0 0.0 e2e.json
840 313862167 i4Sst e5Rbp4 1.5788993967200002 DirectionRule_others 90.0 1.5 e2i.json
841 313862167 i4Sst e23Cux2 2.09507804565 DirectionRule_others 90.0 1.5 e2i.json
842 313862167 i4Sst i6Pvalb -0.0 DirectionRule_others 50.0 1.2 i2i.json
843 313862167 i4Sst e4Scnn1a 1.54853594679 DirectionRule_others 90.0 1.5 e2i.json
844 313862167 i4Sst i23Pvalb -0.703594426126 DirectionRule_others 50.0 1.2 i2i.json
845 313862167 i4Sst i6Htr3a -0.0 DirectionRule_others 50.0 1.5 i2i.json
846 313862167 i4Sst i5Htr3a -0.5528241919569999 DirectionRule_others 50.0 1.5 i2i.json
847 313862167 i4Sst i23Htr3a -0.536071943715 DirectionRule_others 50.0 1.5 i2i.json
848 313862167 i4Sst e4Rorb 1.54853594679 DirectionRule_others 90.0 1.5 e2i.json
849 313862167 i4Sst e4other 1.54853594679 DirectionRule_others 90.0 1.5 e2i.json
850 313862167 i4Sst i5Pvalb -0.703594426126 DirectionRule_others 50.0 1.2 i2i.json
851 313862167 i4Sst i4Pvalb -0.703594426126 DirectionRule_others 50.0 1.2 i2i.json
852 313862167 i4Sst i23Sst -0.2512837236169999 DirectionRule_others 50.0 1.5 i2i.json
853 313862167 i4Sst i4Htr3a -0.536071943715 DirectionRule_others 50.0 1.5 i2i.json
854 313862167 i4Sst i4Sst -0.2512837236169999 DirectionRule_others 50.0 1.5 i2i.json
855 313862167 i4Sst e4Nr5a1 1.54853594679 DirectionRule_others 90.0 1.5 e2i.json
856 313862167 i4Sst i1Htr3a -0.0 DirectionRule_others 50.0 3.8 i2i.json
857 313862167 i4Sst i5Sst -0.4690629507509999 DirectionRule_others 50.0 1.5 i2i.json
858 313862167 i4Sst e5noRbp4 1.5788993967200002 DirectionRule_others 90.0 1.5 e2i.json
859 313862167 i4Sst i6Sst -0.0 DirectionRule_others 50.0 1.5 i2i.json
860 313862167 i4Sst e6Ntsr1 0.0 DirectionRule_others 90.0 1.5 e2i.json
861 480124551 e4Rorb e5Rbp4 2.7128734318700003 DirectionRule_EE 30.0 2.5 e2e.json
862 480124551 e4Rorb e23Cux2 2.42730780746 DirectionRule_EE 30.0 1.6 e2e.json
863 480124551 e4Rorb i6Pvalb -0.0498899943817 DirectionRule_others 90.0 0.9 i2e.json
864 480124551 e4Rorb e4Scnn1a 3.5552920238800003 DirectionRule_EE 30.0 1.3 e2e.json
865 480124551 e4Rorb i23Pvalb -0.3449184796769999 DirectionRule_others 90.0 0.9 i2e.json
866 480124551 e4Rorb i6Htr3a -0.0 DirectionRule_others 90.0 1.5 i2e.json
867 480124551 e4Rorb i5Htr3a -0.178618498404 DirectionRule_others 90.0 1.5 i2e.json
868 480124551 e4Rorb i23Htr3a -0.178618498404 DirectionRule_others 90.0 1.5 i2e.json
