ecephys_unit_id,waveform_type
915962935,FS
915962933,RS
915962950,Other
915962964,RS
915962978,RS
915963400,RS
915962986,RS
915962976,RS
915963000,RS
915963076,RS
915963115,RS
915963123,RS
915963135,RS
915964451,RS
915964438,RS
915964440,RS
915965089,RS
915964468,RS
915964461,RS
915965094,RS
915964480,RS
915964495,RS
915964487,RS
915964509,RS
915964506,RS
915964503,RS
915964501,FS
915964544,RS
915964522,RS
915964519,RS
915964514,Other
915964498,RS
915965103,RS
915964511,RS
915964554,RS
915964551,FS
915964546,RS
915964588,Other
915964584,RS
915964574,RS
915964570,RS
915964594,RS
915964591,RS
915965123,RS
915964649,RS
915964646,RS
915964625,RS
915964620,RS
915964640,RS
915964630,RS
915964627,RS
915964614,RS
915965128,RS
915964659,RS
915964696,RS
915964673,FS
915964665,RS
915964662,RS
915964686,RS
915964683,RS
915964706,RS
915965132,RS
915964723,RS
915965150,RS
915965147,RS
915965136,RS
915964716,RS
915964712,RS
915964693,RS
915964750,RS
915964745,RS
915964737,RS
915964762,RS
915964757,RS
915964753,RS
915964730,RS
915964779,RS
915964775,RS
915964790,FS
915964808,RS
915964795,FS
915965153,RS
915964838,FS
915965156,RS
915964832,FS
915964817,RS
915964851,RS
915964812,RS
915964841,RS
915965160,RS
915964883,FS
915964878,RS
915964876,RS
915964872,Other
915965168,RS
915964893,RS
915964920,Other
915964917,RS
915966322,RS
915966309,RS
915966363,RS
915966353,RS
915966344,RS
915966368,RS
915966870,RS
915966412,RS
915966399,FS
915966397,RS
915966384,RS
915966380,RS
915966387,FS
915966447,RS
915966431,RS
915966423,RS
915966437,RS
915966434,RS
915966466,RS
915966463,RS
915966459,RS
915966876,RS
915966872,RS
915966485,RS
915966483,RS
915966472,RS
915966468,RS
915966488,RS
915966508,RS
915966504,RS
915966529,RS
915966526,RS
915966523,RS
915966551,RS
915966548,RS
915966544,RS
915966879,RS
915966534,RS
915966560,RS
915966554,RS
915966891,Other
915966571,RS
915966568,RS
915966884,RS
915966882,RS
915966556,RS
915966606,RS
915966583,RS
915966578,RS
915966573,RS
915966617,RS
915966611,RS
915966608,RS
915966626,RS
915966963,RS
915966658,RS
915966645,Other
915966674,RS
915966696,FS
915967016,RS
915966905,RS
915966969,RS
915966716,FS
915966714,RS
951874488,RS
951874539,RS
951874719,RS
951874764,RS
951874792,RS
951874778,RS
951874733,RS
951874921,RS
951874905,RS
951874873,RS
951875475,RS
951874969,RS
951875052,FS
951875491,RS
951875065,RS
951875175,FS
951862451,RS
951862563,RS
951862536,RS
951862602,RS
951862662,RS
951862641,RS
951862629,RS
951862716,FS
951863068,RS
951862764,RS
951862757,RS
951862771,RS
951862860,RS
951867908,RS
951867976,RS
951868041,RS
951870245,RS
951868026,Other
951868133,RS
951868179,RS
951868164,FS
951868229,Other
951868213,FS
951868375,RS
951868362,RS
951868331,RS
951868444,RS
951868431,RS
951868404,RS
951868527,RS
951868499,RS
951868473,RS
951868487,RS
951868633,RS
951868616,RS
951870296,RS
951868721,RS
951868676,RS
951868744,RS
951868864,Other
951868924,FS
951868909,RS
951869028,RS
951869012,RS
951869083,RS
951869072,RS
951869143,RS
951869260,RS
951869279,FS
951869357,RS
951870376,RS
951869470,RS
951869594,RS
951879810,FS
951879968,FS
951880000,RS
951880180,RS
951880131,RS
951880257,RS
951880237,RS
951880280,RS
951880269,RS
951880300,RS
951880379,RS
951880367,RS
951880450,RS
951880428,RS
951880419,RS
951880410,RS
951880482,FS
951880472,RS
951880533,RS
951880522,RS
951880655,FS
951881564,RS
951858430,Other
951858380,FS
951858370,FS
951858361,RS
951858408,RS
951858388,RS
951858489,RS
951858479,RS
951858470,RS
951858460,RS
951858448,RS
951858419,RS
951858500,RS
951858586,RS
951858577,RS
951858546,RS
951858624,RS
951859802,RS
951858659,RS
951858651,RS
951858643,RS
951858708,RS
951858690,RS
951858766,RS
951858805,RS
951858785,FS
951858856,RS
951858867,RS
951858918,RS
951858908,RS
951858950,RS
951858939,RS
951859003,RS
951858981,RS
951859033,RS
951859022,RS
951859066,FS
951859823,RS
951859097,RS
951859136,FS
951859173,FS
951859314,RS
951871618,RS
951871632,RS
951871778,FS
951871812,FS
951871943,RS
951872063,RS
951872046,FS
951872012,RS
951872122,RS
951872190,RS
951872103,RS
951872084,RS
951872224,FS
951872173,FS
951872787,RS
951872313,RS
951872293,RS
951872274,RS
951872240,RS
951872803,RS
951872341,RS
951872375,RS
951872459,FS
951872820,RS
951872506,Other
951811000,Other
951811033,RS
951811075,FS
951811105,FS
951812604,RS
951811126,RS
951811186,RS
951811165,FS
951811218,RS
951811240,RS
951811334,RS
951811313,FS
951811304,RS
951811368,RS
951811411,RS
951811392,RS
951811454,RS
951811537,RS
951811495,RS
951811484,RS
951811422,RS
951811566,RS
951811556,FS
951811515,RS
951812376,RS
951811610,RS
951811589,RS
951811666,FS
951811643,RS
951811717,RS
951811685,RS
951812385,RS
951811732,FS
951811807,FS
951812395,RS
951811880,RS
951812408,RS
951811870,RS
951811859,RS
951812418,RS
951811902,RS
951812613,RS
951811891,FS
951812475,RS
951812577,RS
951812464,RS
951812015,RS
951812553,RS
951811994,RS
951812086,RS
951812080,RS
951812063,RS
951812054,FS
951812638,RS
951812495,RS
951812513,RS
951807461,RS
951807341,RS
951807442,RS
951807409,RS
951807370,RS
951807476,RS
951807601,RS
951807588,RS
951807611,RS
951807656,FS
951807755,RS
951807705,RS
951807691,RS
951807736,RS
951807823,RS
951807814,RS
951807882,RS
951807870,RS
951807839,RS
951807940,RS
951807929,RS
951807915,RS
951807896,RS
951807859,RS
951807980,RS
951808024,RS
951808013,RS
951808699,RS
951808043,RS
951808070,RS
951808098,RS
951808192,RS
951808754,Other
951808293,RS
951816021,RS
951816073,Other
951816053,Other
951816176,RS
951816204,FS
951816231,FS
951816825,RS
951816254,RS
951816279,FS
951816287,RS
951816300,FS
951816326,RS
951816350,RS
951816343,RS
951816369,RS
951816461,RS
951816394,RS
951816426,RS
951816470,FS
951803445,RS
951803432,RS
951801499,RS
951801452,RS
951801550,RS
951801524,RS
951801512,RS
951801628,RS
951801599,FS
951801718,RS
951801779,RS
951801749,RS
951801864,RS
951801969,RS
951802129,FS
951802041,RS
951802218,RS
951802163,RS
951802276,RS
951802249,RS
951802316,RS
951802304,RS
951802376,RS
951802354,RS
951802425,RS
951802398,RS
951803458,RS
951802446,RS
951802552,RS
951803484,RS
951802758,RS
951802742,RS
951802696,RS
951802793,RS
951802781,RS
951802942,FS
951791238,FS
951791205,FS
951791282,RS
951791260,Other
951791294,RS
951791365,RS
951791410,RS
951791399,RS
951791376,RS
951793372,RS
951791571,RS
951791457,RS
951791438,RS
951791418,FS
951791488,RS
951791478,RS
951791541,RS
951791649,RS
951791725,RS
951791707,RS
951791695,RS
951791772,RS
951791753,FS
951791828,RS
951791883,FS
951791953,Other
951791863,FS
951791850,RS
951791839,RS
951791985,RS
951791973,RS
951792103,RS
951792064,RS
951792007,Other
951792018,RS
951792239,RS
951792206,RS
951792181,RS
951792172,RS
951792160,RS
951792298,RS
951792289,RS
951792275,RS
951792251,RS
951792374,RS
951792386,RS
951792338,RS
951792327,RS
951792317,FS
951792421,RS
951792411,RS
951792396,FS
951792501,RS
951792453,RS
951792631,RS
951792596,RS
951792668,RS
951793556,RS
951792718,RS
951792708,FS
951792803,RS
951792874,RS
951793567,RS
951795551,RS
951795605,RS
951795652,RS
951795638,RS
951795694,RS
951795681,RS
951795724,FS
951795716,RS
951795709,Other
951795780,RS
951795751,Other
951795806,RS
951795766,Other
951797597,RS
951797614,RS
951795877,RS
951795867,FS
951795950,RS
951795831,RS
951795822,RS
951795815,FS
951795892,RS
951795856,RS
951795985,RS
951795978,RS
951795968,RS
951795919,RS
951795998,RS
951795992,RS
951795957,RS
951795934,RS
951795928,RS
951795847,RS
951796077,RS
951796171,RS
951796147,RS
951796004,RS
951796157,RS
951796116,RS
951797648,RS
951796191,RS
951796179,RS
951796162,RS
951796259,RS
951796239,RS
951796268,RS
951796248,RS
951796382,RS
951796330,FS
951796318,RS
951796543,RS
951797683,RS
951797674,RS
951796477,RS
951797750,RS
951797737,RS
951796740,RS
951796728,RS
951796601,RS
951796590,FS
951796690,RS
951796664,RS
951796803,RS
951796784,RS
951796892,RS
951796878,RS
951796831,RS
951797005,Other
951796993,RS
951796973,RS
950927061,Other
950927083,Other
950932038,RS
950927104,RS
950927168,RS
950927153,RS
950927296,RS
950927242,RS
950932077,RS
950930992,RS
950927377,RS
950927505,RS
950931074,RS
950927586,RS
950932091,RS
950931059,RS
950927571,RS
950927556,RS
950927538,RS
950927666,RS
950927644,RS
950927837,RS
950931093,RS
950927743,RS
950927720,RS
950927990,RS
950927971,RS
950927936,RS
950927921,FS
950931121,RS
950931108,RS
950928135,FS
950928115,RS
950928096,RS
950928077,RS
950928062,RS
950927953,RS
950927903,RS
950928332,RS
950928211,RS
950928192,RS
950928173,RS
950928152,Other
950928279,RS
950928262,RS
950928245,RS
950928312,RS
950928506,RS
950931206,RS
950928486,RS
950928465,RS
950928443,RS
950928412,RS
950928398,RS
950928380,FS
950928364,RS
950931228,RS
950928556,RS
950932553,RS
950928527,FS
950928718,RS
950928700,RS
950932113,RS
950931279,RS
950931261,RS
950928641,FS
950928587,RS
950931317,RS
950931300,RS
950928825,RS
950928777,RS
950928959,RS
950931332,RS
950928922,RS
950928904,RS
950928863,RS
950929102,RS
950928974,RS
950932318,RS
950929117,RS
950929088,RS
950931389,RS
950929210,RS
950929191,RS
950932581,RS
950931465,RS
950929172,RS
950931420,RS
950929369,RS
950929353,RS
950929336,FS
950929406,RS
950932181,RS
950932592,RS
950931543,RS
950931526,RS
950929529,RS
950932221,RS
950931706,RS
950929839,RS
950929746,FS
950929586,RS
950929766,RS
950931767,RS
950930046,RS
950930026,FS
950930086,RS
950931840,RS
950937268,RS
950937314,RS
950937344,FS
950937434,RS
950937396,RS
950937620,Other
950937469,RS
950937637,RS
950937584,RS
950937672,RS
950937782,RS
950937747,RS
950937728,RS
950937706,RS
950937686,RS
950937930,RS
950938007,RS
950938133,RS
950937989,RS
950939245,Other
950939297,RS
950938500,RS
950938481,RS
950946912,RS
950946855,RS
950949898,RS
950946941,RS
950946927,RS
950947027,RS
950947261,FS
950947375,FS
950947357,FS
950947341,RS
950947406,RS
950947439,RS
950947509,RS
950947489,RS
950947464,RS
950947548,RS
950947663,RS
950947600,RS
950947632,RS
950947743,RS
950947813,RS
950947797,RS
950947766,RS
950947830,RS
950948163,FS
950948211,RS
950948417,FS
950948559,RS
950948647,RS
950948542,RS
950948754,FS
950948737,FS
950948976,Other
950959783,RS
950956955,RS
950956933,RS
950957006,RS
950957110,RS
950957066,RS
950957157,RS
950957222,RS
950957475,RS
950957459,RS
950959834,RS
950957534,RS
950957577,RS
950957567,RS
950957698,RS
950957600,RS
950957710,RS
950957587,Other
950957763,RS
950957743,RS
950957732,RS
950957721,RS
950957841,RS
950957796,RS
950957785,FS
950957870,RS
950959891,RS
950957930,RS
950959909,RS
950957985,RS
950957886,RS
950957829,RS
950957966,RS
950957902,RS
950959918,RS
950959899,RS
950958066,RS
950958044,RS
950957975,RS
950958128,RS
950960188,RS
950958075,RS
950959941,RS
950958095,RS
950958169,FS
950958143,FS
950958187,RS
950958180,RS
950958253,RS
950958378,FS
950958367,FS
950958355,RS
950960774,RS
950960866,RS
950960837,RS
950960816,RS
950960805,RS
950960793,FS
950960902,RS
950960934,RS
950960918,RS
950961034,RS
950961023,RS
950961113,RS
950961104,RS
950961083,RS
950961073,RS
950961202,RS
950961191,RS
950961182,RS
950961173,RS
950961124,RS
950961256,RS
950961225,RS
950961210,FS
950961236,RS
950961293,RS
950961336,RS
950962197,RS
950961313,RS
950961303,RS
950961359,RS
950961418,RS
950961375,RS
950961454,RS
950961444,FS
950961481,RS
950961540,FS
950961532,RS
950961523,FS
950961516,FS
950962078,FS
950961646,FS
950961631,RS
950961709,FS
950961740,FS
950965214,FS
950966693,RS
950965267,RS
950965277,RS
950965400,FS
950965390,FS
950965380,RS
950965320,Other
950966712,RS
950965410,RS
950965453,RS
950965557,FS
950965504,RS
950965497,RS
950966720,RS
950965461,RS
950965570,RS
950966739,RS
950966730,RS
950965545,RS
950965538,RS
950965529,RS
950965587,RS
950965636,RS
950966746,RS
950965617,RS
950965708,RS
950965699,RS
950965652,RS
950965644,RS
950966764,RS
950965776,RS
950965767,RS
950965757,RS
950965749,FS
950965820,RS
950965793,RS
950965866,RS
950965894,RS
950965885,RS
950965875,RS
950965801,RS
950965785,RS
950965856,RS
950965847,RS
950965837,RS
950965829,RS
950965945,RS
950965937,FS
950965930,RS
950965913,RS
950965992,RS
950965980,RS
950965963,RS
950966789,RS
950966055,RS
950966035,RS
950966007,RS
950966806,RS
950966798,RS
950966173,RS
950966129,RS
950966103,RS
950966072,RS
950966062,RS
950966018,RS
950966824,RS
950966183,RS
950966164,FS
950966157,RS
950966148,RS
950966947,RS
950966200,RS
950966192,RS
950966306,RS
950966294,RS
950966959,RS
950966851,RS
950966382,FS
950992942,RS
950992918,RS
950992999,RS
950992976,RS
950993027,RS
950993954,RS
950993099,RS
950993090,RS
950993960,RS
950993071,RS
950993108,RS
950993152,RS
950993967,RS
950993145,RS
950993136,RS
950993129,RS
950993123,RS
950993259,RS
950993198,RS
950993250,FS
950993242,RS
950993176,RS
950993168,RS
950993235,RS
950993228,RS
950993206,RS
950993274,RS
950993309,RS
950993315,FS
950993980,Other
950993974,RS
950993345,RS
950993336,RS
950993323,RS
950993376,RS
950993413,FS
950993406,RS
950993444,RS
950994007,RS
950993485,RS
950994000,RS
950993535,FS
950994152,RS
950993467,RS
950993554,RS
950993548,RS
950993620,RS
950993614,RS
950994172,RS
950993584,RS
950993660,FS
950993648,RS
950994057,RS
950997858,FS
950996268,Other
950996253,FS
950996420,RS
950996440,Other
950996494,RS
950997900,RS
950996522,RS
950996509,FS
950996545,RS
950996625,RS
950996663,RS
950996753,RS
950996729,RS
950996717,RS
950996705,RS
950996765,FS
950997962,RS
950996817,RS
950996806,RS
950996797,RS
950996882,RS
950996872,RS
950996858,RS
950996848,RS
950996948,RS
950996933,RS
950996908,RS
950997003,RS
950996990,RS
950997989,RS
950997075,RS
950997060,RS
950997039,RS
950996961,RS
950997141,RS
950997088,RS
950997242,RS
950997305,RS
950997284,RS
950997364,RS
950997477,FS
951001751,RS
951001742,RS
951001732,RS
951001806,RS
951001918,RS
951001908,RS
951001889,FS
951001949,FS
951002007,RS
951001982,FS
951002099,FS
951002146,RS
951002133,RS
951002207,RS
951002040,RS
951002347,RS
951002262,RS
951002233,RS
951002287,RS
951002398,RS
951002469,RS
951002373,RS
951002451,RS
951002436,FS
951002426,FS
951003498,RS
951002514,FS
951002502,FS
951002489,FS
951003561,RS
951003533,RS
951002757,RS
951002954,FS
951002808,RS
951002796,FS
951003574,RS
951002854,FS
951002781,FS
951002985,RS
951003586,RS
951002913,RS
951002994,RS
951003066,RS
951003035,RS
951003105,RS
951006697,RS
951006813,Other
951006799,RS
951006776,RS
951006841,FS
951006827,FS
951006880,FS
951008476,RS
951006965,RS
951006949,FS
951007158,RS
951007148,RS
951007370,RS
951007321,RS
951007438,RS
951007395,RS
951007489,RS
951007555,RS
951007590,RS
951010982,RS
951011007,RS
951011021,Other
951012891,RS
951011092,RS
951012914,RS
951011107,RS
951011165,RS
951011151,RS
951012936,RS
951013093,RS
951011266,FS
951011394,RS
951012961,RS
951011521,FS
951011466,Other
951012997,RS
951011569,RS
951011552,FS
951011439,RS
951012975,RS
951011454,RS
951011809,RS
951011792,RS
951011774,RS
951011733,RS
951011715,RS
951011695,RS
951011642,RS
951011907,RS
951011893,RS
951011867,RS
951011840,RS
951011826,RS
951011978,RS
951013019,RS
951012151,RS
951012207,RS
951012232,RS
951012288,RS
951012261,FS
951012247,FS
951012336,RS
951012421,FS
951012394,FS
951012548,FS
951012538,FS
951016152,RS
951016277,RS
951016250,RS
951016310,RS
951016453,RS
951016386,RS
951016505,RS
951016488,RS
951016627,RS
951016727,RS
951016843,FS
